iteration,cumulative_edges_covered,new_edges,total_possible_edges,cumulative_coverage_percentage,new_coverage_percentage,execution_time,bug_type,average_execution_time,total_crashes,total_timeouts,unique_bugs,pass_rate
665,76003,0,762867,9.962811,0.000000,0.034502,,1.002088,0,35,0,75.375375
666,76003,0,762867,9.962811,0.000000,0.022356,non_zero_exit,1.000619,0,35,0,75.262369
667,76003,0,762867,9.962811,0.000000,0.535319,,0.999923,0,35,0,75.299401
668,76003,0,762867,9.962811,0.000000,0.027918,,0.998470,0,35,0,75.336323
669,76023,20,762867,9.965433,0.002622,1.030301,,0.998517,0,35,0,75.373134
670,76024,1,762867,9.965564,0.000131,0.023731,non_zero_exit,0.997065,0,35,0,75.260805
671,76024,0,762867,9.965564,0.000000,0.030910,,0.995627,0,35,0,75.297619
672,76024,0,762867,9.965564,0.000000,0.033308,,0.994197,0,35,0,75.334324
673,76024,0,762867,9.965564,0.000000,1.133851,,0.994404,0,35,0,75.370920
674,76024,0,762867,9.965564,0.000000,0.025139,non_zero_exit,0.992968,0,35,0,75.259259
675,76024,0,762867,9.965564,0.000000,0.031569,,0.991546,0,35,0,75.295858
676,76024,0,762867,9.965564,0.000000,5.004771,timeout,0.997474,0,36,0,75.184638
677,76039,15,762867,9.967530,0.001966,0.028128,,0.996044,0,36,0,75.221239
678,76045,6,762867,9.968317,0.000787,0.035008,,0.994629,0,36,0,75.257732
679,76048,3,762867,9.968710,0.000393,1.031831,,0.994684,0,36,0,75.294118
680,76048,0,762867,9.968710,0.000000,0.031218,,0.993269,0,36,0,75.330396
681,76059,11,762867,9.970152,0.001442,1.032379,,0.993326,0,36,0,75.366569
682,76059,0,762867,9.970152,0.000000,0.025062,,0.991909,0,36,0,75.402635
683,76059,0,762867,9.970152,0.000000,0.023643,non_zero_exit,0.990493,0,36,0,75.292398
684,76059,0,762867,9.970152,0.000000,5.004808,timeout,0.996353,0,37,0,75.182482
685,76059,0,762867,9.970152,0.000000,1.032999,,0.996407,0,37,0,75.218659
686,76059,0,762867,9.970152,0.000000,5.004247,timeout,1.002241,0,38,0,75.109170
687,76060,1,762867,9.970283,0.000131,0.134918,,1.000980,0,38,0,75.145349
688,76078,18,762867,9.972643,0.002360,0.034853,,0.999578,0,38,0,75.181422
689,76162,84,762867,9.983654,0.011011,0.031609,,0.998175,0,38,0,75.217391
690,76199,37,762867,9.988504,0.004850,2.537546,,1.000403,0,38,0,75.253256
691,76199,0,762867,9.988504,0.000000,1.026528,,1.000440,0,38,0,75.289017
692,76199,0,762867,9.988504,0.000000,0.024015,non_zero_exit,0.999031,0,38,0,75.180375
693,76199,0,762867,9.988504,0.000000,1.030225,,0.999076,0,38,0,75.216138
694,76199,0,762867,9.988504,0.000000,0.023280,non_zero_exit,0.997672,0,38,0,75.107914
695,78174,1975,762867,10.247396,0.258892,5.092138,timeout,1.003555,0,39,0,75.000000
696,78175,1,762867,10.247527,0.000131,1.029388,,1.003592,0,39,0,75.035868
697,78175,0,762867,10.247527,0.000000,0.025855,non_zero_exit,1.002191,0,39,0,74.928367
698,78175,0,762867,10.247527,0.000000,3.038080,,1.005104,0,39,0,74.964235
699,78175,0,762867,10.247527,0.000000,0.032000,,1.003714,0,39,0,75.000000
700,78176,1,762867,10.247658,0.000131,1.034178,,1.003757,0,39,0,75.035663
701,78176,0,762867,10.247658,0.000000,1.028603,,1.003793,0,39,0,75.071225
702,78176,0,762867,10.247658,0.000000,1.035163,,1.003837,0,39,0,75.106686
703,78178,2,762867,10.247920,0.000262,0.024464,non_zero_exit,1.002446,0,39,0,75.000000
704,78251,73,762867,10.257489,0.009569,0.036406,,1.001076,0,39,0,75.035461
705,78253,2,762867,10.257751,0.000262,0.025082,non_zero_exit,0.999693,0,39,0,74.929178
706,78253,0,762867,10.257751,0.000000,0.031722,,0.998324,0,39,0,74.964639
707,78253,0,762867,10.257751,0.000000,1.038372,,0.998381,0,39,0,75.000000
708,78260,7,762867,10.258669,0.000918,0.024906,non_zero_exit,0.997008,0,39,0,74.894217
709,78260,0,762867,10.258669,0.000000,0.030755,,0.995647,0,39,0,74.929577
710,78260,0,762867,10.258669,0.000000,0.540962,,0.995007,0,39,0,74.964838
711,78260,0,762867,10.258669,0.000000,2.031709,,0.996463,0,39,0,75.000000
712,78260,0,762867,10.258669,0.000000,0.026217,non_zero_exit,0.995103,0,39,0,74.894811
713,78260,0,762867,10.258669,0.000000,0.030901,,0.993752,0,39,0,74.929972
714,78260,0,762867,10.258669,0.000000,0.022595,non_zero_exit,0.992394,0,39,0,74.825175
715,78267,7,762867,10.259587,0.000918,1.034879,,0.992453,0,39,0,74.860335
716,78281,14,762867,10.261422,0.001835,0.034076,,0.991117,0,39,0,74.895397
717,78281,0,762867,10.261422,0.000000,0.030164,,0.989778,0,39,0,74.930362
718,78281,0,762867,10.261422,0.000000,1.027145,,0.989830,0,39,0,74.965229
719,78281,0,762867,10.261422,0.000000,1.028843,,0.989884,0,39,0,75.000000
720,78286,5,762867,10.262077,0.000655,5.008096,timeout,0.995458,0,40,0,74.895978
721,78286,0,762867,10.262077,0.000000,1.031156,,0.995507,0,40,0,74.930748
722,78329,43,762867,10.267714,0.005637,0.541535,,0.994879,0,40,0,74.965422
723,78353,24,762867,10.270860,0.003146,1.031854,,0.994930,0,40,0,75.000000
724,78354,1,762867,10.270991,0.000131,0.023575,non_zero_exit,0.993590,0,40,0,74.896552
725,78354,0,762867,10.270991,0.000000,0.029204,,0.992262,0,40,0,74.931129
726,78354,0,762867,10.270991,0.000000,0.636394,,0.991773,0,40,0,74.965612
727,78354,0,762867,10.270991,0.000000,0.030351,,0.990452,0,40,0,75.000000
728,78356,2,762867,10.271253,0.000262,0.879194,,0.990299,0,40,0,75.034294
729,78357,1,762867,10.271384,0.000131,0.032412,,0.988987,0,40,0,75.068493
730,78357,0,762867,10.271384,0.000000,0.029379,,0.987674,0,40,0,75.102599
731,78358,1,762867,10.271515,0.000131,0.028730,non_zero_exit,0.986364,0,40,0,75.000000
732,78358,0,762867,10.271515,0.000000,1.029478,,0.986423,0,40,0,75.034106
733,78358,0,762867,10.271515,0.000000,0.033469,,0.985125,0,40,0,75.068120
734,78359,1,762867,10.271646,0.000131,1.032351,,0.985189,0,40,0,75.102041
735,78359,0,762867,10.271646,0.000000,1.034853,,0.985257,0,40,0,75.135870
736,78360,1,762867,10.271777,0.000131,0.025399,non_zero_exit,0.983954,0,40,0,75.033921
737,78360,0,762867,10.271777,0.000000,0.032924,,0.982666,0,40,0,75.067751
738,78386,26,762867,10.275186,0.003408,0.024379,non_zero_exit,0.981369,0,40,0,74.966171
739,78388,2,762867,10.275448,0.000262,0.023422,non_zero_exit,0.980074,0,40,0,74.864865
740,78389,1,762867,10.275579,0.000131,0.024146,non_zero_exit,0.978784,0,40,0,74.763833
741,78393,4,762867,10.276103,0.000524,0.024219,non_zero_exit,0.977498,0,40,0,74.663073
742,78393,0,762867,10.276103,0.000000,0.029144,,0.976221,0,40,0,74.697174
743,78393,0,762867,10.276103,0.000000,0.030988,,0.974951,0,40,0,74.731183
744,78393,0,762867,10.276103,0.000000,0.022084,non_zero_exit,0.973672,0,40,0,74.630872
745,78401,8,762867,10.277152,0.001049,1.029830,,0.973747,0,40,0,74.664879
746,78401,0,762867,10.277152,0.000000,0.030707,,0.972485,0,40,0,74.698795
747,78401,0,762867,10.277152,0.000000,0.239552,,0.971505,0,40,0,74.732620
748,78401,0,762867,10.277152,0.000000,1.035990,,0.971591,0,40,0,74.766355
749,78402,1,762867,10.277283,0.000131,2.028389,,0.973000,0,40,0,74.800000
750,78402,0,762867,10.277283,0.000000,0.031514,,0.971746,0,40,0,74.833555
751,78402,0,762867,10.277283,0.000000,2.032547,,0.973157,0,40,0,74.867021
752,78410,8,762867,10.278332,0.001049,0.023527,non_zero_exit,0.971896,0,40,0,74.767596
753,78479,69,762867,10.287376,0.009045,3.034670,,0.974632,0,40,0,74.801061
754,78479,0,762867,10.287376,0.000000,0.023877,non_zero_exit,0.973372,0,40,0,74.701987
755,78479,0,762867,10.287376,0.000000,2.034255,,0.974776,0,40,0,74.735450
756,78480,1,762867,10.287508,0.000131,0.539973,,0.974201,0,40,0,74.768824
757,78480,0,762867,10.287508,0.000000,1.033332,,0.974279,0,40,0,74.802111
758,78505,25,762867,10.290785,0.003277,0.025313,,0.973029,0,40,0,74.835310
759,78507,2,762867,10.291047,0.000262,0.024592,non_zero_exit,0.971781,0,40,0,74.736842
760,78512,5,762867,10.291702,0.000655,5.003902,timeout,0.977080,0,41,0,74.638633
761,78513,1,762867,10.291833,0.000131,1.029979,non_zero_exit,0.977149,0,41,0,74.540682
762,78513,0,762867,10.291833,0.000000,0.023973,non_zero_exit,0.975900,0,41,0,74.442988
763,78513,0,762867,10.291833,0.000000,0.019975,non_zero_exit,0.974648,0,41,0,74.345550
764,78514,1,762867,10.291964,0.000131,4.538051,,0.979307,0,41,0,74.379085
765,78523,9,762867,10.293144,0.001180,0.024092,,0.978060,0,41,0,74.412533
766,78523,0,762867,10.293144,0.000000,0.034592,,0.976829,0,41,0,74.445893
767,78524,1,762867,10.293275,0.000131,5.003998,timeout,0.982073,0,42,0,74.348958
768,78539,15,762867,10.295242,0.001966,0.029973,,0.980835,0,42,0,74.382315
769,78539,0,762867,10.295242,0.000000,2.034404,,0.982203,0,42,0,74.415584
770,78539,0,762867,10.295242,0.000000,0.035484,,0.980975,0,42,0,74.448768
771,78539,0,762867,10.295242,0.000000,0.029912,,0.979743,0,42,0,74.481865
772,78539,0,762867,10.295242,0.000000,1.032294,,0.979811,0,42,0,74.514877
773,78540,1,762867,10.295373,0.000131,1.034030,,0.979881,0,42,0,74.547804
774,78540,0,762867,10.295373,0.000000,0.030904,,0.978657,0,42,0,74.580645
775,78540,0,762867,10.295373,0.000000,5.004302,timeout,0.983845,0,43,0,74.484536
776,78541,1,762867,10.295504,0.000131,0.021249,non_zero_exit,0.982606,0,43,0,74.388674
777,78554,13,762867,10.297208,0.001704,0.022264,non_zero_exit,0.981371,0,43,0,74.293059
778,78554,0,762867,10.297208,0.000000,0.031667,,0.980152,0,43,0,74.326059
779,78554,0,762867,10.297208,0.000000,0.030879,,0.978935,0,43,0,74.358974
780,78555,1,762867,10.297339,0.000131,3.029710,,0.981561,0,43,0,74.391805
781,78555,0,762867,10.297339,0.000000,1.040339,,0.981636,0,43,0,74.424552
782,78555,0,762867,10.297339,0.000000,0.023312,non_zero_exit,0.980412,0,43,0,74.329502
783,78555,0,762867,10.297339,0.000000,0.029790,,0.979200,0,43,0,74.362245
784,78555,0,762867,10.297339,0.000000,0.027404,,0.977987,0,43,0,74.394904
785,78555,0,762867,10.297339,0.000000,0.038217,,0.976792,0,43,0,74.427481
786,78555,0,762867,10.297339,0.000000,1.028796,,0.976858,0,43,0,74.459975
787,78573,18,762867,10.299698,0.002360,0.040623,,0.975670,0,43,0,74.492386
788,78573,0,762867,10.299698,0.000000,1.032180,,0.975741,0,43,0,74.524715
789,78573,0,762867,10.299698,0.000000,0.022244,non_zero_exit,0.974534,0,43,0,74.430380
790,78573,0,762867,10.299698,0.000000,3.030606,,0.977134,0,43,0,74.462705
791,78573,0,762867,10.299698,0.000000,0.021902,non_zero_exit,0.975928,0,43,0,74.368687
792,78575,2,762867,10.299961,0.000262,0.022054,non_zero_exit,0.974725,0,43,0,74.274905
793,78575,0,762867,10.299961,0.000000,0.026874,,0.973531,0,43,0,74.307305
794,78575,0,762867,10.299961,0.000000,5.005795,timeout,0.978603,0,44,0,74.213836
795,78575,0,762867,10.299961,0.000000,0.030483,,0.977412,0,44,0,74.246231
796,78576,1,762867,10.300092,0.000131,0.024100,non_zero_exit,0.976216,0,44,0,74.153074
797,78576,0,762867,10.300092,0.000000,5.003683,timeout,0.981263,0,45,0,74.060150
798,78589,13,762867,10.301796,0.001704,0.025057,non_zero_exit,0.980066,0,45,0,73.967459
799,78589,0,762867,10.301796,0.000000,2.547084,,0.982025,0,45,0,74.000000
800,78589,0,762867,10.301796,0.000000,3.033107,,0.984585,0,45,0,74.032459
801,78589,0,762867,10.301796,0.000000,1.035471,,0.984649,0,45,0,74.064838
802,78590,1,762867,10.301927,0.000131,0.027778,,0.983457,0,45,0,74.097136
803,78590,0,762867,10.301927,0.000000,0.030968,,0.982273,0,45,0,74.129353
804,78590,0,762867,10.301927,0.000000,1.029396,,0.982331,0,45,0,74.161491
805,78590,0,762867,10.301927,0.000000,1.037008,,0.982399,0,45,0,74.193548
806,78590,0,762867,10.301927,0.000000,0.022183,non_zero_exit,0.981209,0,45,0,74.101611
807,78591,1,762867,10.302058,0.000131,4.033898,,0.984987,0,45,0,74.133663
808,78594,3,762867,10.302451,0.000393,2.028996,,0.986278,0,45,0,74.165637
809,78594,0,762867,10.302451,0.000000,3.618853,,0.989528,0,45,0,74.197531
810,78594,0,762867,10.302451,0.000000,0.035200,,0.988351,0,45,0,74.229346
811,78594,0,762867,10.302451,0.000000,1.078394,,0.988462,0,45,0,74.261084
812,78594,0,762867,10.302451,0.000000,0.032509,,0.987286,0,45,0,74.292743
813,78594,0,762867,10.302451,0.000000,1.029312,,0.987338,0,45,0,74.324324
814,78594,0,762867,10.302451,0.000000,1.033357,,0.987394,0,45,0,74.355828
815,78594,0,762867,10.302451,0.000000,0.030274,,0.986221,0,45,0,74.387255
816,78594,0,762867,10.302451,0.000000,0.021654,non_zero_exit,0.985041,0,45,0,74.296206
817,78594,0,762867,10.302451,0.000000,0.030680,,0.983874,0,45,0,74.327628
818,78594,0,762867,10.302451,0.000000,0.032020,,0.982712,0,45,0,74.358974
819,78594,0,762867,10.302451,0.000000,0.535079,,0.982166,0,45,0,74.390244
820,78594,0,762867,10.302451,0.000000,0.022119,non_zero_exit,0.980996,0,45,0,74.299635
821,78595,1,762867,10.302582,0.000131,0.030104,,0.979840,0,45,0,74.330900
822,78595,0,762867,10.302582,0.000000,1.030561,,0.979901,0,45,0,74.362090
823,78595,0,762867,10.302582,0.000000,0.027898,,0.978746,0,45,0,74.393204
824,78595,0,762867,10.302582,0.000000,2.032950,,0.980024,0,45,0,74.424242
825,78595,0,762867,10.302582,0.000000,0.038822,,0.978884,0,45,0,74.455206
826,78595,0,762867,10.302582,0.000000,0.025753,,0.977732,0,45,0,74.486094
827,78908,313,762867,10.343612,0.041029,1.031210,,0.977796,0,45,0,74.516908
828,78908,0,762867,10.343612,0.000000,1.031256,,0.977861,0,45,0,74.547648
829,78908,0,762867,10.343612,0.000000,3.830055,,0.981297,0,45,0,74.578313
830,78908,0,762867,10.343612,0.000000,0.031033,,0.980154,0,45,0,74.608905
831,78908,0,762867,10.343612,0.000000,2.031316,,0.981417,0,45,0,74.639423
832,78909,1,762867,10.343743,0.000131,0.023368,,0.980267,0,45,0,74.669868
833,78909,0,762867,10.343743,0.000000,3.033430,,0.982729,0,45,0,74.700240
834,78909,0,762867,10.343743,0.000000,0.030918,,0.981589,0,45,0,74.730539
835,78909,0,762867,10.343743,0.000000,1.534785,,0.982251,0,45,0,74.760766
836,78909,0,762867,10.343743,0.000000,0.033250,,0.981117,0,45,0,74.790920
837,78909,0,762867,10.343743,0.000000,0.044176,,0.979999,0,45,0,74.821002
838,78909,0,762867,10.343743,0.000000,3.042423,,0.982457,0,45,0,74.851013
839,78909,0,762867,10.343743,0.000000,1.030128,,0.982514,0,45,0,74.880952
840,78909,0,762867,10.343743,0.000000,0.027040,,0.981378,0,45,0,74.910820
841,78909,0,762867,10.343743,0.000000,1.030659,,0.981436,0,45,0,74.940618
842,78909,0,762867,10.343743,0.000000,0.023279,non_zero_exit,0.980299,0,45,0,74.851720
843,78909,0,762867,10.343743,0.000000,0.023038,non_zero_exit,0.979165,0,45,0,74.763033
844,78909,0,762867,10.343743,0.000000,2.053459,,0.980437,0,45,0,74.792899
845,78909,0,762867,10.343743,0.000000,1.032969,,0.980499,0,45,0,74.822695
846,78909,0,762867,10.343743,0.000000,3.035227,,0.982925,0,45,0,74.852420
847,78919,10,762867,10.345054,0.001311,3.030939,,0.985340,0,45,0,74.882075
848,78919,0,762867,10.345054,0.000000,0.031317,,0.984216,0,45,0,74.911661
849,78919,0,762867,10.345054,0.000000,2.029683,,0.985446,0,45,0,74.941176
850,78919,0,762867,10.345054,0.000000,0.023217,non_zero_exit,0.984315,0,45,0,74.853114
851,78919,0,762867,10.345054,0.000000,0.025227,non_zero_exit,0.983190,0,45,0,74.765258
852,78919,0,762867,10.345054,0.000000,0.020132,non_zero_exit,0.982061,0,45,0,74.677608
853,78919,0,762867,10.345054,0.000000,0.024480,non_zero_exit,0.980939,0,45,0,74.590164
854,78920,1,762867,10.345185,0.000131,0.025986,,0.979822,0,45,0,74.619883
855,78920,0,762867,10.345185,0.000000,0.022475,non_zero_exit,0.978704,0,45,0,74.532710
856,78920,0,762867,10.345185,0.000000,0.031728,,0.977599,0,45,0,74.562427
857,78920,0,762867,10.345185,0.000000,0.026828,,0.976491,0,45,0,74.592075
858,78920,0,762867,10.345185,0.000000,0.035587,,0.975396,0,45,0,74.621653
859,78920,0,762867,10.345185,0.000000,1.031841,,0.975461,0,45,0,74.651163
860,78958,38,762867,10.350166,0.004981,0.232042,,0.974598,0,45,0,74.680604
861,78958,0,762867,10.350166,0.000000,0.025714,non_zero_exit,0.973497,0,45,0,74.593968
862,78958,0,762867,10.350166,0.000000,0.035264,non_zero_exit,0.972410,0,45,0,74.507532
863,78958,0,762867,10.350166,0.000000,0.039858,,0.971330,0,45,0,74.537037
864,78958,0,762867,10.350166,0.000000,0.032466,,0.970245,0,45,0,74.566474
865,78958,0,762867,10.350166,0.000000,0.027262,,0.969156,0,45,0,74.595843
866,78958,0,762867,10.350166,0.000000,0.023813,non_zero_exit,0.968066,0,45,0,74.509804
867,78958,0,762867,10.350166,0.000000,0.032272,,0.966988,0,45,0,74.539171
868,78960,2,762867,10.350428,0.000262,0.030683,,0.965910,0,45,0,74.568470
869,78960,0,762867,10.350428,0.000000,0.026715,non_zero_exit,0.964831,0,45,0,74.482759
870,78960,0,762867,10.350428,0.000000,0.022149,non_zero_exit,0.963748,0,45,0,74.397245
871,78960,0,762867,10.350428,0.000000,0.030288,,0.962678,0,45,0,74.426606
872,78968,8,762867,10.351477,0.001049,0.028065,,0.961607,0,45,0,74.455899
873,78968,0,762867,10.351477,0.000000,3.033643,,0.963978,0,45,0,74.485126
874,78969,1,762867,10.351608,0.000131,5.004473,timeout,0.968596,0,46,0,74.400000
875,78969,0,762867,10.351608,0.000000,0.024601,,0.967518,0,46,0,74.429224
876,78969,0,762867,10.351608,0.000000,0.027320,,0.966446,0,46,0,74.458381
877,78969,0,762867,10.351608,0.000000,1.046262,,0.966537,0,46,0,74.487472
878,78969,0,762867,10.351608,0.000000,0.022810,,0.965463,0,46,0,74.516496
879,78969,0,762867,10.351608,0.000000,0.022024,non_zero_exit,0.964391,0,46,0,74.431818
880,78969,0,762867,10.351608,0.000000,0.032455,,0.963333,0,46,0,74.460840
881,83069,4100,762867,10.889054,0.537446,5.022766,timeout,0.967936,0,47,0,74.376417
882,83069,0,762867,10.889054,0.000000,0.535278,,0.967446,0,47,0,74.405436
883,83093,24,762867,10.892200,0.003146,0.025967,,0.966381,0,47,0,74.434389
884,83099,6,762867,10.892987,0.000787,0.021888,non_zero_exit,0.965314,0,47,0,74.350282
885,83099,0,762867,10.892987,0.000000,1.045659,,0.965404,0,47,0,74.379233
886,83099,0,762867,10.892987,0.000000,0.031253,,0.964351,0,47,0,74.408117
887,83099,0,762867,10.892987,0.000000,1.030369,,0.964426,0,47,0,74.436937
888,83099,0,762867,10.892987,0.000000,0.029814,,0.963374,0,47,0,74.465692
889,83102,3,762867,10.893380,0.000393,1.032172,,0.963452,0,47,0,74.494382
890,83102,0,762867,10.893380,0.000000,0.021488,non_zero_exit,0.962394,0,47,0,74.410774
891,83102,0,762867,10.893380,0.000000,0.026066,non_zero_exit,0.961345,0,47,0,74.327354
892,83102,0,762867,10.893380,0.000000,0.030629,,0.960302,0,47,0,74.356103
893,83102,0,762867,10.893380,0.000000,0.029583,,0.959261,0,47,0,74.384787
894,83102,0,762867,10.893380,0.000000,0.032847,,0.958226,0,47,0,74.413408
895,83102,0,762867,10.893380,0.000000,0.029805,,0.957190,0,47,0,74.441964
896,83102,0,762867,10.893380,0.000000,0.026462,,0.956153,0,47,0,74.470457
897,83102,0,762867,10.893380,0.000000,0.026726,,0.955118,0,47,0,74.498886
898,83102,0,762867,10.893380,0.000000,0.021668,,0.954079,0,47,0,74.527253
899,83102,0,762867,10.893380,0.000000,0.023394,non_zero_exit,0.953045,0,47,0,74.444444
900,83102,0,762867,10.893380,0.000000,0.033631,,0.952025,0,47,0,74.472808
901,83102,0,762867,10.893380,0.000000,0.023700,non_zero_exit,0.950995,0,47,0,74.390244
902,83102,0,762867,10.893380,0.000000,0.026406,non_zero_exit,0.949972,0,47,0,74.307863
903,83102,0,762867,10.893380,0.000000,0.046013,,0.948972,0,47,0,74.336283
904,83102,0,762867,10.893380,0.000000,0.024760,non_zero_exit,0.947950,0,47,0,74.254144
905,83102,0,762867,10.893380,0.000000,0.031678,,0.946939,0,47,0,74.282561
906,83102,0,762867,10.893380,0.000000,0.530929,,0.946480,0,47,0,74.310915
907,83103,1,762867,10.893511,0.000131,0.131686,,0.945583,0,47,0,74.339207
908,83106,3,762867,10.893904,0.000393,0.238060,,0.944805,0,47,0,74.367437
909,83106,0,762867,10.893904,0.000000,1.027198,,0.944895,0,47,0,74.395604
910,83106,0,762867,10.893904,0.000000,0.025283,non_zero_exit,0.943886,0,47,0,74.313941
911,83106,0,762867,10.893904,0.000000,1.030098,,0.943980,0,47,0,74.342105
912,83106,0,762867,10.893904,0.000000,4.039031,,0.947370,0,47,0,74.370208
913,83106,0,762867,10.893904,0.000000,0.041122,non_zero_exit,0.946379,0,47,0,74.288840
914,83106,0,762867,10.893904,0.000000,0.028960,,0.945376,0,47,0,74.316940
915,83106,0,762867,10.893904,0.000000,3.042558,,0.947666,0,47,0,74.344978
916,83106,0,762867,10.893904,0.000000,3.031292,,0.949938,0,47,0,74.372955
917,83107,1,762867,10.894035,0.000131,0.030590,,0.948936,0,47,0,74.400871
918,83107,0,762867,10.894035,0.000000,0.533551,,0.948484,0,47,0,74.428727
919,83107,0,762867,10.894035,0.000000,1.028149,,0.948571,0,47,0,74.456522
920,83107,0,762867,10.894035,0.000000,0.023144,non_zero_exit,0.947566,0,47,0,74.375679
921,83107,0,762867,10.894035,0.000000,1.034213,,0.947660,0,47,0,74.403471
922,83107,0,762867,10.894035,0.000000,1.028233,non_zero_exit,0.947747,0,47,0,74.322860
923,83107,0,762867,10.894035,0.000000,0.035986,,0.946761,0,47,0,74.350649
924,83107,0,762867,10.894035,0.000000,0.022561,non_zero_exit,0.945762,0,47,0,74.270270
925,83107,0,762867,10.894035,0.000000,0.531178,,0.945314,0,47,0,74.298056
926,83129,22,762867,10.896919,0.002884,1.032722,,0.945408,0,47,0,74.325782
927,83132,3,762867,10.897312,0.000393,0.036276,,0.944428,0,47,0,74.353448
928,83132,0,762867,10.897312,0.000000,0.030891,,0.943445,0,47,0,74.381055
929,83145,13,762867,10.899016,0.001704,1.030883,,0.943539,0,47,0,74.408602
930,83145,0,762867,10.899016,0.000000,0.028669,,0.942556,0,47,0,74.436090
931,83147,2,762867,10.899279,0.000262,0.032961,,0.941580,0,47,0,74.463519
932,83148,1,762867,10.899410,0.000131,0.534679,,0.941144,0,47,0,74.490890
933,83148,0,762867,10.899410,0.000000,1.036165,,0.941246,0,47,0,74.518201
934,83148,0,762867,10.899410,0.000000,0.027992,,0.940269,0,47,0,74.545455
935,83154,6,762867,10.900196,0.000787,0.021874,non_zero_exit,0.939288,0,47,0,74.465812
936,83154,0,762867,10.900196,0.000000,5.004027,timeout,0.943626,0,48,0,74.386339
937,83154,0,762867,10.900196,0.000000,0.029720,,0.942652,0,48,0,74.413646
938,83154,0,762867,10.900196,0.000000,0.023647,non_zero_exit,0.941673,0,48,0,74.334398
939,83154,0,762867,10.900196,0.000000,0.023773,non_zero_exit,0.940697,0,48,0,74.255319
940,83154,0,762867,10.900196,0.000000,0.030641,,0.939730,0,48,0,74.282678
941,83154,0,762867,10.900196,0.000000,1.031327,,0.939827,0,48,0,74.309979
942,83154,0,762867,10.900196,0.000000,0.027604,,0.938859,0,48,0,74.337222
943,83154,0,762867,10.900196,0.000000,0.036287,,0.937903,0,48,0,74.364407
944,83156,2,762867,10.900458,0.000262,0.033294,,0.936946,0,48,0,74.391534
945,83156,0,762867,10.900458,0.000000,5.004866,timeout,0.941246,0,49,0,74.312896
946,83158,2,762867,10.900721,0.000262,1.034478,,0.941345,0,49,0,74.340021
947,83158,0,762867,10.900721,0.000000,2.122446,,0.942591,0,49,0,74.367089
948,83162,4,762867,10.901245,0.000524,1.140997,,0.942800,0,49,0,74.394099
949,83162,0,762867,10.901245,0.000000,0.030858,,0.941840,0,49,0,74.421053
950,83162,0,762867,10.901245,0.000000,0.022974,non_zero_exit,0.940873,0,49,0,74.342797
951,83162,0,762867,10.901245,0.000000,0.027940,,0.939915,0,49,0,74.369748
952,83162,0,762867,10.901245,0.000000,0.032782,,0.938963,0,49,0,74.396642
953,83162,0,762867,10.901245,0.000000,3.033094,,0.941158,0,49,0,74.423480
954,83162,0,762867,10.901245,0.000000,3.032782,,0.943348,0,49,0,74.450262
955,83162,0,762867,10.901245,0.000000,1.032855,,0.943442,0,49,0,74.476987
956,83208,46,762867,10.907275,0.006030,0.036153,non_zero_exit,0.942493,0,49,0,74.399164
957,83210,2,762867,10.907537,0.000262,0.027382,,0.941538,0,49,0,74.425887
958,83210,0,762867,10.907537,0.000000,0.021085,non_zero_exit,0.940578,0,49,0,74.348279
959,83210,0,762867,10.907537,0.000000,0.030384,,0.939630,0,49,0,74.375000
960,83210,0,762867,10.907537,0.000000,1.030848,,0.939725,0,49,0,74.401665
961,83227,17,762867,10.909765,0.002228,1.031234,,0.939820,0,49,0,74.428274
962,83227,0,762867,10.909765,0.000000,1.029030,,0.939913,0,49,0,74.454829
963,83227,0,762867,10.909765,0.000000,0.025223,non_zero_exit,0.938964,0,49,0,74.377593
964,83228,1,762867,10.909896,0.000131,1.030953,non_zero_exit,0.939059,0,49,0,74.300518
965,83229,1,762867,10.910028,0.000131,1.029377,,0.939153,0,49,0,74.327122
966,83229,0,762867,10.910028,0.000000,0.026092,non_zero_exit,0.938209,0,49,0,74.250259
967,83229,0,762867,10.910028,0.000000,5.007875,timeout,0.942413,0,50,0,74.173554
968,83229,0,762867,10.910028,0.000000,0.022833,non_zero_exit,0.941464,0,50,0,74.097007
969,83232,3,762867,10.910421,0.000393,5.004633,timeout,0.945653,0,51,0,74.020619
970,83232,0,762867,10.910421,0.000000,1.032546,,0.945742,0,51,0,74.047374
971,83241,9,762867,10.911601,0.001180,1.030152,,0.945829,0,51,0,74.074074
972,83242,1,762867,10.911732,0.000131,0.539471,,0.945412,0,51,0,74.100719
973,83242,0,762867,10.911732,0.000000,1.032281,,0.945501,0,51,0,74.127310
974,83242,0,762867,10.911732,0.000000,5.004471,timeout,0.949664,0,52,0,74.051282
975,83242,0,762867,10.911732,0.000000,0.022260,non_zero_exit,0.948714,0,52,0,73.975410
976,83242,0,762867,10.911732,0.000000,2.647021,,0.950452,0,52,0,74.002047
977,83242,0,762867,10.911732,0.000000,1.033317,,0.950537,0,52,0,74.028630
978,83242,0,762867,10.911732,0.000000,0.024419,non_zero_exit,0.949591,0,52,0,73.953013
979,83242,0,762867,10.911732,0.000000,1.035468,,0.949678,0,52,0,73.979592
980,83242,0,762867,10.911732,0.000000,3.040282,,0.951809,0,52,0,74.006116
981,83242,0,762867,10.911732,0.000000,0.026212,non_zero_exit,0.950867,0,52,0,73.930754
