iteration,cumulative_edges_covered,new_edges,total_possible_edges,cumulative_coverage_percentage,new_coverage_percentage,execution_time,bug_type,average_execution_time,total_crashes,total_timeouts,unique_bugs,pass_rate
0,20146,20146,762867,2.640827,2.640827,0.036323,,0.036323,0,0,0,100.000000
1,22376,2230,762867,2.933146,0.292318,0.535315,,0.285819,0,0,0,100.000000
2,23745,1369,762867,3.112600,0.179455,0.024202,,0.198613,0,0,0,100.000000
3,24200,455,762867,3.172244,0.059643,0.032482,,0.157081,0,0,0,100.000000
4,24416,216,762867,3.200558,0.028314,0.024169,non_zero_exit,0.130498,0,0,0,80.000000
5,28340,3924,762867,3.714933,0.514375,3.170781,,0.637212,0,0,0,83.333333
6,29190,850,762867,3.826355,0.111422,0.029658,,0.550419,0,0,0,85.714286
7,29438,248,762867,3.858864,0.032509,1.037526,,0.611307,0,0,0,87.500000
8,29567,129,762867,3.875774,0.016910,5.004182,timeout,1.099404,0,1,0,77.777778
9,30166,599,762867,3.954293,0.078520,0.029614,,0.992425,0,1,0,80.000000
10,30233,67,762867,3.963076,0.008783,0.033608,,0.905260,0,1,0,81.818182
11,30615,382,762867,4.013150,0.050074,3.035969,non_zero_exit,1.082819,0,1,0,75.000000
12,30752,137,762867,4.031109,0.017959,0.038711,,1.002503,0,1,0,76.923077
13,30825,73,762867,4.040678,0.009569,0.022327,non_zero_exit,0.932491,0,1,0,71.428571
14,31697,872,762867,4.154984,0.114306,1.744339,,0.986614,0,1,0,73.333333
15,31734,37,762867,4.159834,0.004850,0.026326,,0.926596,0,1,0,75.000000
16,32005,271,762867,4.195358,0.035524,1.530799,,0.962137,0,1,0,76.470588
17,32055,50,762867,4.201912,0.006554,1.027663,,0.965778,0,1,0,77.777778
18,32055,0,762867,4.201912,0.000000,0.022649,non_zero_exit,0.916139,0,1,0,73.684211
19,32077,22,762867,4.204796,0.002884,2.031439,,0.971904,0,1,0,75.000000
20,32143,66,762867,4.213447,0.008652,1.028412,,0.974595,0,1,0,76.190476
21,32281,138,762867,4.231537,0.018090,3.034302,,1.068218,0,1,0,77.272727
22,32307,26,762867,4.234945,0.003408,0.022395,non_zero_exit,1.022747,0,1,0,73.913043
23,32356,49,762867,4.241368,0.006423,0.036241,,0.981643,0,1,0,75.000000
24,32493,137,762867,4.259327,0.017959,0.031714,,0.943646,0,1,0,76.000000
25,32545,52,762867,4.266143,0.006816,0.026337,,0.908365,0,1,0,76.923077
26,32546,1,762867,4.266274,0.000131,0.031707,,0.875896,0,1,0,77.777778
27,32548,2,762867,4.266537,0.000262,0.031121,,0.845725,0,1,0,78.571429
28,32592,44,762867,4.272304,0.005768,1.029778,,0.852072,0,1,0,79.310345
29,32600,8,762867,4.273353,0.001049,0.026518,non_zero_exit,0.824554,0,1,0,76.666667
30,32603,3,762867,4.273746,0.000393,0.031569,,0.798973,0,1,0,77.419355
31,32651,48,762867,4.280038,0.006292,2.028432,,0.837394,0,1,0,78.125000
32,32798,147,762867,4.299308,0.019269,0.029833,,0.812922,0,1,0,78.787879
33,32821,23,762867,4.302323,0.003015,1.028464,,0.819262,0,1,0,79.411765
34,32848,27,762867,4.305862,0.003539,0.033063,,0.796799,0,1,0,80.000000
35,32848,0,762867,4.305862,0.000000,0.027891,,0.775441,0,1,0,80.555556
36,32887,39,762867,4.310974,0.005112,0.024635,non_zero_exit,0.755149,0,1,0,78.378378
37,32892,5,762867,4.311630,0.000655,0.021985,non_zero_exit,0.735855,0,1,0,76.315789
38,32892,0,762867,4.311630,0.000000,0.031847,,0.717803,0,1,0,76.923077
39,32892,0,762867,4.311630,0.000000,0.022424,non_zero_exit,0.700419,0,1,0,75.000000
40,32952,60,762867,4.319495,0.007865,0.035087,,0.684191,0,1,0,75.609756
41,32958,6,762867,4.320281,0.000787,4.532480,,0.775817,0,1,0,76.190476
42,33973,1015,762867,4.453332,0.133051,0.048591,,0.758905,0,1,0,76.744186
43,34010,37,762867,4.458182,0.004850,1.030188,,0.765070,0,1,0,77.272727
44,34018,8,762867,4.459231,0.001049,1.028118,,0.770916,0,1,0,77.777778
45,34081,63,762867,4.467489,0.008258,0.027296,,0.754750,0,1,0,78.260870
46,34088,7,762867,4.468407,0.000918,0.024203,non_zero_exit,0.739207,0,1,0,76.595745
47,34090,2,762867,4.468669,0.000262,1.033416,,0.745336,0,1,0,77.083333
48,34191,101,762867,4.481908,0.013240,1.029885,,0.751143,0,1,0,77.551020
49,34196,5,762867,4.482564,0.000655,1.027066,,0.756662,0,1,0,78.000000
50,34196,0,762867,4.482564,0.000000,0.022402,non_zero_exit,0.742264,0,1,0,76.470588
51,34205,9,762867,4.483744,0.001180,0.033463,,0.728634,0,1,0,76.923077
52,34231,26,762867,4.487152,0.003408,0.026929,non_zero_exit,0.715394,0,1,0,75.471698
53,34231,0,762867,4.487152,0.000000,0.019706,non_zero_exit,0.702511,0,1,0,74.074074
54,34240,9,762867,4.488332,0.001180,0.033397,,0.690345,0,1,0,74.545455
55,34246,6,762867,4.489118,0.000787,0.026590,,0.678492,0,1,0,75.000000
56,34246,0,762867,4.489118,0.000000,0.029829,,0.667112,0,1,0,75.438596
57,34246,0,762867,4.489118,0.000000,0.027966,,0.656092,0,1,0,75.862069
58,34254,8,762867,4.490167,0.001049,0.030078,,0.645482,0,1,0,76.271186
59,34278,24,762867,4.493313,0.003146,3.826690,,0.698502,0,1,0,76.666667
60,34282,4,762867,4.493837,0.000524,1.031695,,0.703964,0,1,0,77.049180
61,34500,218,762867,4.522413,0.028576,1.027158,non_zero_exit,0.709177,0,1,0,75.806452
62,34502,2,762867,4.522676,0.000262,0.034382,,0.698466,0,1,0,76.190476
63,35628,1126,762867,4.670277,0.147601,1.034475,,0.703716,0,1,0,76.562500
64,35641,13,762867,4.671981,0.001704,0.024119,non_zero_exit,0.693261,0,1,0,75.384615
65,35679,38,762867,4.676962,0.004981,5.004257,timeout,0.758579,0,2,0,74.242424
66,35752,73,762867,4.686531,0.009569,0.025065,,0.747631,0,2,0,74.626866
67,35754,2,762867,4.686793,0.000262,0.024850,non_zero_exit,0.737002,0,2,0,73.529412
68,35842,88,762867,4.698329,0.011535,1.031212,,0.741266,0,2,0,73.913043
69,35845,3,762867,4.698722,0.000393,0.032056,,0.731134,0,2,0,74.285714
70,35941,96,762867,4.711306,0.012584,0.033316,,0.721306,0,2,0,74.647887
71,36045,104,762867,4.724939,0.013633,3.037459,,0.753475,0,2,0,75.000000
72,36045,0,762867,4.724939,0.000000,1.029231,,0.757252,0,2,0,75.342466
73,36063,18,762867,4.727298,0.002360,0.023649,non_zero_exit,0.747339,0,2,0,74.324324
74,36063,0,762867,4.727298,0.000000,0.031270,,0.737791,0,2,0,74.666667
75,36064,1,762867,4.727430,0.000131,1.029288,,0.741626,0,2,0,75.000000
76,36271,207,762867,4.754564,0.027134,0.038916,,0.732500,0,2,0,75.324675
77,36271,0,762867,4.754564,0.000000,0.022116,non_zero_exit,0.723393,0,2,0,74.358974
78,36271,0,762867,4.754564,0.000000,0.023398,non_zero_exit,0.714532,0,2,0,73.417722
79,36308,37,762867,4.759414,0.004850,0.026391,non_zero_exit,0.705930,0,2,0,72.500000
80,36309,1,762867,4.759545,0.000131,0.021074,non_zero_exit,0.697475,0,2,0,71.604938
81,36338,29,762867,4.763347,0.003801,5.003092,timeout,0.749983,0,3,0,70.731707
82,36340,2,762867,4.763609,0.000262,0.030061,,0.741309,0,3,0,71.084337
83,36341,1,762867,4.763740,0.000131,3.029446,,0.768549,0,3,0,71.428571
84,36399,58,762867,4.771343,0.007603,0.031454,,0.759877,0,3,0,71.764706
85,36416,17,762867,4.773571,0.002228,0.023477,non_zero_exit,0.751314,0,3,0,70.930233
86,36548,132,762867,4.790874,0.017303,1.031927,,0.754540,0,3,0,71.264368
87,36558,10,762867,4.792185,0.001311,1.035946,,0.757738,0,3,0,71.590909
88,36558,0,762867,4.792185,0.000000,0.022682,non_zero_exit,0.749479,0,3,0,70.786517
89,36558,0,762867,4.792185,0.000000,0.036163,,0.741553,0,3,0,71.111111
90,36606,48,762867,4.798477,0.006292,0.532069,,0.739251,0,3,0,71.428571
91,36665,59,762867,4.806211,0.007734,1.032192,,0.742435,0,3,0,71.739130
92,36708,43,762867,4.811848,0.005637,1.532832,,0.750934,0,3,0,72.043011
93,36892,184,762867,4.835967,0.024120,1.029850,,0.753901,0,3,0,72.340426
94,37015,123,762867,4.852091,0.016123,0.434345,,0.750537,0,3,0,72.631579
95,37015,0,762867,4.852091,0.000000,0.022349,non_zero_exit,0.742952,0,3,0,71.875000
96,37018,3,762867,4.852484,0.000393,0.528392,,0.740740,0,3,0,72.164948
97,37021,3,762867,4.852877,0.000393,1.028581,,0.743677,0,3,0,72.448980
98,37021,0,762867,4.852877,0.000000,0.025203,non_zero_exit,0.736420,0,3,0,71.717172
99,37021,0,762867,4.852877,0.000000,0.029479,,0.729350,0,3,0,72.000000
100,37025,4,762867,4.853402,0.000524,0.034357,,0.722469,0,3,0,72.277228
101,37197,172,762867,4.875948,0.022547,1.031996,,0.725504,0,3,0,72.549020
102,37207,10,762867,4.877259,0.001311,0.635855,,0.724634,0,3,0,72.815534
103,37211,4,762867,4.877783,0.000524,0.028695,,0.717942,0,3,0,73.076923
104,37213,2,762867,4.878046,0.000262,0.022592,non_zero_exit,0.711319,0,3,0,72.380952
105,37214,1,762867,4.878177,0.000131,0.029529,,0.704887,0,3,0,72.641509
106,37215,1,762867,4.878308,0.000131,0.030059,,0.698581,0,3,0,72.897196
107,37217,2,762867,4.878570,0.000262,0.028099,,0.692372,0,3,0,73.148148
108,37245,28,762867,4.882240,0.003670,2.029255,non_zero_exit,0.704637,0,3,0,72.477064
109,37245,0,762867,4.882240,0.000000,1.029848,,0.707594,0,3,0,72.727273
110,37245,0,762867,4.882240,0.000000,0.031749,,0.701505,0,3,0,72.972973
111,37245,0,762867,4.882240,0.000000,0.033328,,0.695539,0,3,0,73.214286
112,37270,25,762867,4.885517,0.003277,0.023573,non_zero_exit,0.689593,0,3,0,72.566372
113,38264,994,762867,5.015815,0.130298,0.044275,,0.683932,0,3,0,72.807018
114,38264,0,762867,5.015815,0.000000,0.029573,,0.678242,0,3,0,73.043478
115,38294,30,762867,5.019748,0.003933,1.027708,,0.681255,0,3,0,73.275862
116,38294,0,762867,5.019748,0.000000,1.030834,,0.684242,0,3,0,73.504274
117,38314,20,762867,5.022370,0.002622,0.026595,non_zero_exit,0.678669,0,3,0,72.881356
118,38314,0,762867,5.022370,0.000000,0.021793,non_zero_exit,0.673149,0,3,0,72.268908
119,38314,0,762867,5.022370,0.000000,2.026409,,0.684426,0,3,0,72.500000
120,38317,3,762867,5.022763,0.000393,0.030250,,0.679020,0,3,0,72.727273
121,38318,1,762867,5.022894,0.000131,0.533657,,0.677828,0,3,0,72.950820
122,38321,3,762867,5.023287,0.000393,3.031124,,0.696961,0,3,0,73.170732
123,38321,0,762867,5.023287,0.000000,0.030583,,0.691587,0,3,0,73.387097
124,38610,289,762867,5.061171,0.037883,1.033104,,0.694319,0,3,0,73.600000
125,38613,3,762867,5.061564,0.000393,0.025812,,0.689013,0,3,0,73.809524
126,38624,11,762867,5.063006,0.001442,0.029792,,0.683823,0,3,0,74.015748
127,38662,38,762867,5.067987,0.004981,1.033871,,0.686557,0,3,0,74.218750
128,38662,0,762867,5.067987,0.000000,0.029534,,0.681464,0,3,0,74.418605
129,38665,3,762867,5.068380,0.000393,0.020242,non_zero_exit,0.676378,0,3,0,73.846154
130,38665,0,762867,5.068380,0.000000,0.019351,non_zero_exit,0.671362,0,3,0,73.282443
131,38665,0,762867,5.068380,0.000000,0.028726,,0.666494,0,3,0,73.484848
132,38670,5,762867,5.069036,0.000655,1.026558,,0.669201,0,3,0,73.684211
133,38674,4,762867,5.069560,0.000524,0.028647,,0.664421,0,3,0,73.880597
134,38674,0,762867,5.069560,0.000000,0.027116,,0.659700,0,3,0,74.074074
135,38676,2,762867,5.069822,0.000262,0.023169,non_zero_exit,0.655020,0,3,0,73.529412
136,38753,77,762867,5.079916,0.010094,5.003636,timeout,0.686762,0,4,0,72.992701
137,38753,0,762867,5.079916,0.000000,0.043097,,0.682097,0,4,0,73.188406
138,38753,0,762867,5.079916,0.000000,1.028205,,0.684587,0,4,0,73.381295
139,38759,6,762867,5.080702,0.000787,1.029913,,0.687054,0,4,0,73.571429
140,38759,0,762867,5.080702,0.000000,1.030223,,0.689488,0,4,0,73.758865
141,38762,3,762867,5.081095,0.000393,0.023623,non_zero_exit,0.684799,0,4,0,73.239437
142,38762,0,762867,5.081095,0.000000,0.030439,,0.680223,0,4,0,73.426573
143,38778,16,762867,5.083193,0.002097,0.744670,,0.680670,0,4,0,73.611111
144,38820,42,762867,5.088698,0.005506,0.547600,,0.679752,0,4,0,73.793103
145,38820,0,762867,5.088698,0.000000,0.029328,,0.675298,0,4,0,73.972603
146,38843,23,762867,5.091713,0.003015,3.721583,,0.696021,0,4,0,74.149660
147,38845,2,762867,5.091975,0.000262,3.539611,,0.715234,0,4,0,74.324324
148,38879,34,762867,5.096432,0.004457,0.027157,,0.710616,0,4,0,74.496644
149,38879,0,762867,5.096432,0.000000,0.020295,non_zero_exit,0.706014,0,4,0,74.000000
150,38881,2,762867,5.096694,0.000262,3.044089,,0.721498,0,4,0,74.172185
151,38881,0,762867,5.096694,0.000000,0.029839,,0.716947,0,4,0,74.342105
152,38881,0,762867,5.096694,0.000000,0.039331,,0.712519,0,4,0,74.509804
153,39054,173,762867,5.119372,0.022678,5.003763,timeout,0.740384,0,5,0,74.025974
154,39054,0,762867,5.119372,0.000000,0.027620,,0.735785,0,5,0,74.193548
155,39071,17,762867,5.121600,0.002228,0.024182,,0.731224,0,5,0,74.358974
156,39071,0,762867,5.121600,0.000000,1.030836,,0.733132,0,5,0,74.522293
157,39072,1,762867,5.121732,0.000131,2.304187,,0.743076,0,5,0,74.683544
158,39072,0,762867,5.121732,0.000000,0.026485,,0.738569,0,5,0,74.842767
159,39075,3,762867,5.122125,0.000393,1.032617,,0.740406,0,5,0,75.000000
160,39075,0,762867,5.122125,0.000000,0.030407,,0.735997,0,5,0,75.155280
161,39116,41,762867,5.127499,0.005374,0.021824,,0.731588,0,5,0,75.308642
162,39116,0,762867,5.127499,0.000000,0.033925,non_zero_exit,0.727308,0,5,0,74.846626
163,39126,10,762867,5.128810,0.001311,1.034520,,0.729181,0,5,0,75.000000
164,39127,1,762867,5.128941,0.000131,1.528747,,0.734027,0,5,0,75.151515
165,39127,0,762867,5.128941,0.000000,0.025993,,0.729762,0,5,0,75.301205
166,39133,6,762867,5.129728,0.000787,5.003977,timeout,0.755356,0,6,0,74.850299
167,39169,36,762867,5.134447,0.004719,0.030284,,0.751040,0,6,0,75.000000
168,39193,24,762867,5.137593,0.003146,3.530293,,0.767485,0,6,0,75.147929
169,39193,0,762867,5.137593,0.000000,1.036607,,0.769068,0,6,0,75.294118
170,39195,2,762867,5.137855,0.000262,5.003975,timeout,0.793834,0,7,0,74.853801
171,39214,19,762867,5.140346,0.002491,0.023701,non_zero_exit,0.789356,0,7,0,74.418605
172,39214,0,762867,5.140346,0.000000,3.495977,,0.805002,0,7,0,74.566474
173,39215,1,762867,5.140477,0.000131,0.032381,,0.800561,0,7,0,74.712644
174,39215,0,762867,5.140477,0.000000,1.039276,,0.801925,0,7,0,74.857143
175,39215,0,762867,5.140477,0.000000,0.029391,,0.797536,0,7,0,75.000000
176,39221,6,762867,5.141263,0.000787,1.031078,,0.798855,0,7,0,75.141243
177,39222,1,762867,5.141394,0.000131,1.024085,,0.800121,0,7,0,75.280899
178,39238,16,762867,5.143492,0.002097,1.034194,,0.801428,0,7,0,75.418994
179,39259,21,762867,5.146244,0.002753,1.030875,,0.802703,0,7,0,75.555556
180,39259,0,762867,5.146244,0.000000,2.840965,,0.813964,0,7,0,75.690608
181,39260,1,762867,5.146375,0.000131,1.027571,,0.815138,0,7,0,75.824176
182,39266,6,762867,5.147162,0.000787,0.022854,non_zero_exit,0.810808,0,7,0,75.409836
183,39266,0,762867,5.147162,0.000000,0.032463,non_zero_exit,0.806578,0,7,0,75.000000
184,39273,7,762867,5.148080,0.000918,0.023188,non_zero_exit,0.802344,0,7,0,74.594595
185,39276,3,762867,5.148473,0.000393,0.536178,,0.800913,0,7,0,74.731183
186,39276,0,762867,5.148473,0.000000,2.530521,,0.810162,0,7,0,74.866310
187,39277,1,762867,5.148604,0.000131,0.030126,,0.806013,0,7,0,75.000000
188,39281,4,762867,5.149128,0.000524,0.034091,,0.801929,0,7,0,75.132275
189,39284,3,762867,5.149521,0.000393,3.033171,,0.813672,0,7,0,75.263158
190,39284,0,762867,5.149521,0.000000,0.022129,non_zero_exit,0.809528,0,7,0,74.869110
191,39284,0,762867,5.149521,0.000000,0.028851,,0.805462,0,7,0,75.000000
192,39285,1,762867,5.149653,0.000131,2.033095,,0.811823,0,7,0,75.129534
193,39286,1,762867,5.149784,0.000131,1.031248,,0.812954,0,7,0,75.257732
194,39287,1,762867,5.149915,0.000131,1.029805,,0.814066,0,7,0,75.384615
195,39293,6,762867,5.150701,0.000787,0.022716,non_zero_exit,0.810028,0,7,0,75.000000
196,39295,2,762867,5.150963,0.000262,3.031444,,0.821304,0,7,0,75.126904
197,39295,0,762867,5.150963,0.000000,0.533031,,0.819848,0,7,0,75.252525
198,39350,55,762867,5.158173,0.007210,0.031804,,0.815888,0,7,0,75.376884
199,39363,13,762867,5.159877,0.001704,1.032453,,0.816971,0,7,0,75.500000
200,39363,0,762867,5.159877,0.000000,1.028496,,0.818024,0,7,0,75.621891
201,39363,0,762867,5.159877,0.000000,0.024881,non_zero_exit,0.814097,0,7,0,75.247525
202,39453,90,762867,5.171675,0.011798,0.027722,,0.810223,0,7,0,75.369458
203,39454,1,762867,5.171806,0.000131,0.026744,,0.806383,0,7,0,75.490196
204,39454,0,762867,5.171806,0.000000,0.029032,,0.802591,0,7,0,75.609756
205,39454,0,762867,5.171806,0.000000,1.032764,,0.803708,0,7,0,75.728155
206,39454,0,762867,5.171806,0.000000,0.032107,,0.799981,0,7,0,75.845411
207,39454,0,762867,5.171806,0.000000,0.022105,non_zero_exit,0.796241,0,7,0,75.480769
208,39577,123,762867,5.187929,0.016123,2.030467,,0.802146,0,7,0,75.598086
209,39577,0,762867,5.187929,0.000000,3.030779,,0.812759,0,7,0,75.714286
210,39577,0,762867,5.187929,0.000000,0.022546,non_zero_exit,0.809014,0,7,0,75.355450
211,39577,0,762867,5.187929,0.000000,4.031175,,0.824213,0,7,0,75.471698
212,39609,32,762867,5.192124,0.004195,0.035779,,0.820511,0,7,0,75.586854
213,39610,1,762867,5.192255,0.000131,1.029047,,0.821485,0,7,0,75.700935
214,39610,0,762867,5.192255,0.000000,0.023552,non_zero_exit,0.817774,0,7,0,75.348837
215,39610,0,762867,5.192255,0.000000,0.023997,non_zero_exit,0.814099,0,7,0,75.000000
216,39610,0,762867,5.192255,0.000000,0.028424,,0.810479,0,7,0,75.115207
217,39610,0,762867,5.192255,0.000000,0.030752,,0.806902,0,7,0,75.229358
218,39610,0,762867,5.192255,0.000000,1.529600,,0.810202,0,7,0,75.342466
219,39613,3,762867,5.192648,0.000393,1.034095,non_zero_exit,0.811220,0,7,0,75.000000
220,39625,12,762867,5.194221,0.001573,5.004241,timeout,0.830193,0,8,0,74.660633
221,39625,0,762867,5.194221,0.000000,0.032810,,0.826601,0,8,0,74.774775
222,39625,0,762867,5.194221,0.000000,5.004355,timeout,0.845335,0,9,0,74.439462
223,39625,0,762867,5.194221,0.000000,0.034774,,0.841716,0,9,0,74.553571
224,39669,44,762867,5.199989,0.005768,0.032541,,0.838120,0,9,0,74.666667
225,39671,2,762867,5.200251,0.000262,0.030582,,0.834547,0,9,0,74.778761
226,39672,1,762867,5.200382,0.000131,2.534066,,0.842034,0,9,0,74.889868
227,39678,6,762867,5.201169,0.000787,1.029519,,0.842856,0,9,0,75.000000
228,39680,2,762867,5.201431,0.000262,0.341539,,0.840667,0,9,0,75.109170
229,39680,0,762867,5.201431,0.000000,5.007152,timeout,0.858782,0,10,0,74.782609
230,39680,0,762867,5.201431,0.000000,0.024001,non_zero_exit,0.855168,0,10,0,74.458874
231,39824,144,762867,5.220307,0.018876,2.535776,,0.862412,0,10,0,74.568966
232,39824,0,762867,5.220307,0.000000,2.033308,,0.867438,0,10,0,74.678112
233,39873,49,762867,5.226730,0.006423,0.032900,,0.863871,0,10,0,74.786325
234,39873,0,762867,5.226730,0.000000,0.023821,non_zero_exit,0.860297,0,10,0,74.468085
235,39873,0,762867,5.226730,0.000000,5.003921,timeout,0.877854,0,11,0,74.152542
236,39873,0,762867,5.226730,0.000000,0.027681,,0.874267,0,11,0,74.261603
237,39878,5,762867,5.227386,0.000655,1.033713,,0.874937,0,11,0,74.369748
238,39894,16,762867,5.229483,0.002097,2.228360,,0.880600,0,11,0,74.476987
239,39894,0,762867,5.229483,0.000000,3.032450,,0.889566,0,11,0,74.583333
240,39894,0,762867,5.229483,0.000000,1.030516,,0.890151,0,11,0,74.688797
241,39895,1,762867,5.229614,0.000131,1.031014,,0.890733,0,11,0,74.793388
242,39895,0,762867,5.229614,0.000000,3.033687,,0.899552,0,11,0,74.897119
243,39895,0,762867,5.229614,0.000000,1.026598,,0.900072,0,11,0,75.000000
244,40008,113,762867,5.244427,0.014813,0.026520,,0.896507,0,11,0,75.102041
245,40011,3,762867,5.244820,0.000393,3.531371,,0.907218,0,11,0,75.203252
246,40011,0,762867,5.244820,0.000000,1.030210,,0.907716,0,11,0,75.303644
247,40011,0,762867,5.244820,0.000000,0.029302,,0.904174,0,11,0,75.403226
248,40011,0,762867,5.244820,0.000000,0.036353,,0.900688,0,11,0,75.502008
249,40012,1,762867,5.244951,0.000131,0.032796,,0.897217,0,11,0,75.600000
250,40013,1,762867,5.245082,0.000131,0.031778,,0.893769,0,11,0,75.697211
251,40018,5,762867,5.245737,0.000655,1.032597,,0.894320,0,11,0,75.793651
252,40018,0,762867,5.245737,0.000000,0.031703,,0.890910,0,11,0,75.889328
253,40018,0,762867,5.245737,0.000000,0.029448,,0.887519,0,11,0,75.984252
254,40018,0,762867,5.245737,0.000000,3.032655,,0.895931,0,11,0,76.078431
255,40018,0,762867,5.245737,0.000000,0.037056,,0.892576,0,11,0,76.171875
256,40019,1,762867,5.245869,0.000131,0.029500,,0.889218,0,11,0,76.264591
257,40019,0,762867,5.245869,0.000000,5.003972,timeout,0.905166,0,12,0,75.968992
258,40080,61,762867,5.253865,0.007996,1.034312,,0.905665,0,12,0,76.061776
259,40080,0,762867,5.253865,0.000000,1.028870,,0.906139,0,12,0,76.153846
260,40080,0,762867,5.253865,0.000000,1.031480,,0.906619,0,12,0,76.245211
261,40080,0,762867,5.253865,0.000000,2.538015,,0.912846,0,12,0,76.335878
262,40086,6,762867,5.254651,0.000787,1.032062,,0.913299,0,12,0,76.425856
263,40086,0,762867,5.254651,0.000000,0.021162,non_zero_exit,0.909920,0,12,0,76.136364
264,40086,0,762867,5.254651,0.000000,3.032940,,0.917931,0,12,0,76.226415
265,40089,3,762867,5.255044,0.000393,1.030784,,0.918355,0,12,0,76.315789
266,40089,0,762867,5.255044,0.000000,0.032024,,0.915036,0,12,0,76.404494
267,40090,1,762867,5.255176,0.000131,5.003494,timeout,0.930291,0,13,0,76.119403
268,40093,3,762867,5.255569,0.000393,0.030082,,0.926945,0,13,0,76.208178
269,40093,0,762867,5.255569,0.000000,1.030461,,0.927328,0,13,0,76.296296
270,40093,0,762867,5.255569,0.000000,0.031359,,0.924022,0,13,0,76.383764
271,40093,0,762867,5.255569,0.000000,0.024203,non_zero_exit,0.920714,0,13,0,76.102941
272,40093,0,762867,5.255569,0.000000,0.029909,,0.917451,0,13,0,76.190476
273,40093,0,762867,5.255569,0.000000,1.037005,,0.917887,0,13,0,76.277372
274,40093,0,762867,5.255569,0.000000,3.032683,,0.925577,0,13,0,76.363636
275,40219,126,762867,5.272085,0.016517,1.795446,,0.928729,0,13,0,76.449275
276,40237,18,762867,5.274445,0.002360,1.031619,,0.929100,0,13,0,76.534296
277,40237,0,762867,5.274445,0.000000,2.032656,,0.933070,0,13,0,76.618705
278,40237,0,762867,5.274445,0.000000,3.030342,,0.940587,0,13,0,76.702509
279,40238,1,762867,5.274576,0.000131,0.031658,,0.937341,0,13,0,76.785714
280,40249,11,762867,5.276018,0.001442,0.029221,,0.934109,0,13,0,76.868327
281,40353,104,762867,5.289651,0.013633,3.039630,non_zero_exit,0.941576,0,13,0,76.595745
282,40353,0,762867,5.289651,0.000000,1.030825,,0.941891,0,13,0,76.678445
283,40406,53,762867,5.296598,0.006947,1.050077,,0.942272,0,13,0,76.760563
284,40407,1,762867,5.296729,0.000131,5.007890,timeout,0.956537,0,14,0,76.491228
285,40408,1,762867,5.296860,0.000131,3.040441,,0.963824,0,14,0,76.573427
286,40447,39,762867,5.301973,0.005112,0.030722,,0.960572,0,14,0,76.655052
287,40452,5,762867,5.302628,0.000655,5.006931,timeout,0.974622,0,15,0,76.388889
288,40452,0,762867,5.302628,0.000000,0.029730,,0.971353,0,15,0,76.470588
289,40452,0,762867,5.302628,0.000000,0.023735,non_zero_exit,0.968085,0,15,0,76.206897
290,40556,104,762867,5.316261,0.013633,2.536487,,0.973475,0,15,0,76.288660
291,40556,0,762867,5.316261,0.000000,1.030658,,0.973671,0,15,0,76.369863
292,40589,33,762867,5.320587,0.004326,0.029202,,0.970447,0,15,0,76.450512
293,40589,0,762867,5.320587,0.000000,1.534804,,0.972367,0,15,0,76.530612
294,40589,0,762867,5.320587,0.000000,1.029662,,0.972561,0,15,0,76.610169
295,40589,0,762867,5.320587,0.000000,0.229934,,0.970052,0,15,0,76.689189
296,40639,50,762867,5.327141,0.006554,1.033474,,0.970266,0,15,0,76.767677
297,40649,10,762867,5.328452,0.001311,0.026531,,0.967099,0,15,0,76.845638
298,40650,1,762867,5.328583,0.000131,1.034115,,0.967323,0,15,0,76.923077
299,40651,1,762867,5.328714,0.000131,1.022836,,0.967508,0,15,0,77.000000
300,40659,8,762867,5.329763,0.001049,0.029283,,0.964391,0,15,0,77.076412
301,40660,1,762867,5.329894,0.000131,2.030587,,0.967921,0,15,0,77.152318
302,40661,1,762867,5.330025,0.000131,3.033528,,0.974738,0,15,0,77.227723
303,40661,0,762867,5.330025,0.000000,0.030966,,0.971634,0,15,0,77.302632
304,40663,2,762867,5.330287,0.000262,0.020030,non_zero_exit,0.968514,0,15,0,77.049180
305,40663,0,762867,5.330287,0.000000,2.027186,,0.971974,0,15,0,77.124183
306,40663,0,762867,5.330287,0.000000,0.030493,,0.968907,0,15,0,77.198697
307,40666,3,762867,5.330680,0.000393,0.039647,,0.965890,0,15,0,77.272727
308,40666,0,762867,5.330680,0.000000,0.021179,non_zero_exit,0.962833,0,15,0,77.022654
309,40686,20,762867,5.333302,0.002622,0.028322,,0.959818,0,15,0,77.096774
310,40687,1,762867,5.333433,0.000131,1.029216,,0.960041,0,15,0,77.170418
311,40698,11,762867,5.334875,0.001442,1.031508,,0.960270,0,15,0,77.243590
312,40698,0,762867,5.334875,0.000000,2.026697,,0.963677,0,15,0,77.316294
313,40703,5,762867,5.335530,0.000655,1.026128,,0.963876,0,15,0,77.388535
314,40704,1,762867,5.335661,0.000131,1.028832,,0.964082,0,15,0,77.460317
315,40704,0,762867,5.335661,0.000000,1.032543,,0.964299,0,15,0,77.531646
316,40704,0,762867,5.335661,0.000000,1.026866,,0.964496,0,15,0,77.602524
317,40704,0,762867,5.335661,0.000000,1.026874,,0.964693,0,15,0,77.672956
318,40730,26,762867,5.339070,0.003408,0.024710,,0.961746,0,15,0,77.742947
319,40730,0,762867,5.339070,0.000000,0.027577,,0.958827,0,15,0,77.812500
